ensembl_gene_id	external_gene_name	entrezgene_id	chromosome_name	start_position	end_position
ENSG00000234477		NA	17	40921430	40975926
ENSG00000234494	SP2-AS1	NA	17	47873927	47941417
ENSG00000234634	LINC02093	105371541	17	13299180	13306810
ENSG00000234719	NPIPB2	729978	16	11927259	11976643
ENSG00000234797	RPS3AP6	NA	15	59768352	59769146
ENSG00000234848		NA	19	12450935	12460705
ENSG00000234859		100505782	17	41397086	41449675
ENSG00000234899	SOX9-AS1	400618	17	72067099	72237203
ENSG00000234912	SNHG20	654434	17	77086716	77099902
ENSG00000235160	LINC02248	107984780	15	26395037	26489895
ENSG00000235296		NA	17	81941719	81956167
ENSG00000235300	SKAP1-AS2	105371807	17	48294347	48308762
ENSG00000235361	ABR-AS1	NA	17	1181627	1191183
ENSG00000235370	DNM1P51	NA	15	84398990	84401731
ENSG00000235397	EPN2-AS1	100874018	17	19296596	19306261
ENSG00000235530	TMEM11-DT	NA	17	21214322	21238485
ENSG00000235554	SRSF6P2	NA	17	16616848	16617881
ENSG00000235672		NA	17	18908279	18908865
ENSG00000235711	ANKRD34C	390616	15	79282722	79298239
ENSG00000235731	LINC02250	105370737	15	25456131	25578823
ENSG00000235785		NA	14	99262625	99264735
ENSG00000235979		105371574	17	19417769	19495227
ENSG00000236088	COX10-DT	100874058	17	13755574	14069508
ENSG00000236144	TMEM147-AS1	100506469	19	35540731	35546029
ENSG00000236234		NA	17	45452844	45464065
ENSG00000236377	MYO1D-DT	NA	17	32876726	32906611
ENSG00000236383	CCDC200	100874261	17	43216941	43305397
ENSG00000236472		NA	17	50135586	50146176
ENSG00000236473	KRT43P	NA	17	41448183	41454055
ENSG00000236504		NA	17	20647287	20681799
ENSG00000236770		NA	17	74549399	74552737
ENSG00000236819	LINC01563	101060544	17	21075362	21119870
ENSG00000236829		NA	16	386763	387233
ENSG00000237057	LINC02087	NA	17	15805686	15847996
ENSG00000237118	CYP2F2P	NA	19	40818721	40826772
ENSG00000237289	CKMT1B	1159	15	43593054	43604901
ENSG00000237289	CKMT1B	548596	15	43593054	43604901
ENSG00000237296	SMG1P1	NA	16	22437401	22491826
ENSG00000237515	SHISA9	729993	16	12901598	13240416
ENSG00000237575	PYY2	NA	17	28227306	28227701
ENSG00000237854	LINC00674	NA	17	68101908	68114527
ENSG00000237911	SRP68P3	NA	17	20415792	20416697
ENSG00000238007		NA	17	29012767	29016516
ENSG00000238083	LRRC37A2	9884	17	46511508	46556910
ENSG00000238083	LRRC37A2	474170	17	46511508	46556910
ENSG00000238092	CEACAMP6	NA	19	42781206	42786595
ENSG00000238098	ABCA17P	NA	16	2361144	2425685
ENSG00000238212	LINC02096	107984977	17	14834557	14957216
ENSG00000238275	HOMER2P2	NA	14	106286811	106287657
ENSG00000239194	RNU1-123P	NA	16	67390691	67390850
ENSG00000239272	RPL21P10	NA	14	77683202	77683989
ENSG00000239291		NA	17	47159191	47159993
ENSG00000239672	NME1	4830	17	51152949	51162428
ENSG00000239704	CDRT4	284040	17	15436015	15475733
ENSG00000239763	RPL21P118	NA	16	74312609	74313390
ENSG00000240023	RPLP0P3	NA	14	35388121	35389069
ENSG00000240096		NA	14	93223598	93224139
ENSG00000240125	RPL23AP75	NA	17	40439467	40439917
ENSG00000240233	RN7SL587P	NA	14	77547566	77547846
ENSG00000240280	TCAM1P	NA	17	63857141	63862889
ENSG00000240338		NA	16	75226341	75228115
ENSG00000240435	RPS12P27	NA	16	68209442	68209778
ENSG00000240445	FOXO3B	2310	17	18667629	18682314
ENSG00000240505	TNFRSF13B	23495	17	16929816	16972118
ENSG00000240522	RPL7AP10	NA	19	21149648	21150438
ENSG00000240793	UBA52P8	NA	16	48334471	48334854
ENSG00000240871	KRTAP4-7	100132476	17	41084150	41085144
ENSG00000240874		NA	15	57555951	57556379
ENSG00000241175	RN7SL494P	NA	15	50244628	50244931
ENSG00000241525		105371430	17	404468	414023
ENSG00000241641	RPS23P6	NA	16	12081237	12081902
ENSG00000241818	SCG5-AS1	105370757	15	32655955	32673090
ENSG00000241839	PLEKHO2	80301	15	64839231	64868002
ENSG00000242028	HYPK	25764	15	43796142	43804574
ENSG00000242066	RN7SL214P	NA	15	77916718	77916982
ENSG00000242173	ARHGDIG	398	16	280450	283010
ENSG00000242221	PSG2	5670	19	43064209	43083045
ENSG00000242325	RPS12P31	NA	19	32636078	32636475
ENSG00000242498	ARPIN	348110	15	89895006	89912952
ENSG00000242550	SERPINB10	5273	18	63907958	63936111
ENSG00000242634	RPS24P16	NA	15	67232446	67232837
ENSG00000242852	ZNF709	163051	19	12461184	12513854
ENSG00000242866	STRC	161497	15	43599563	43618800
ENSG00000242952	RPSAP3	NA	14	76634775	76635661
ENSG00000243678	NME2	4831	17	51163013	51171749
ENSG00000243708	PLA2G4B	100137049	15	41837775	41848147
ENSG00000243789	JMJD7	100137047	15	41828092	41837585
ENSG00000243870	RN7SL236P	NA	17	78370852	78371135
ENSG00000243954	RN7SL743P	NA	16	8683254	8683551
ENSG00000243976	RN7SL523P	NA	14	100319073	100319370
ENSG00000244045	VMA12	147007	17	28357642	28363683
ENSG00000244165	P2RY11	5032	19	10111693	10115372
ENSG00000244378	RPS2P45	NA	16	69033675	69034521
ENSG00000244485	RPL18P13	NA	16	76235055	76235623
ENSG00000244604		NA	17	8561230	8561576
ENSG00000244691	RPL10AP1	NA	14	103412119	103412761
ENSG00000244879	GABPB1-AS1	NA	15	50354758	50372202
ENSG00000245466	TTC9-DT	101928075	14	70608798	70641298
ENSG00000245534	RORA-AS1	101928784	15	60479151	60630637
ENSG00000245680	ZNF585B	92285	19	37181579	37218153
ENSG00000245694	CRNDE	101927480	16	54844649	54931354
ENSG00000245719	SKOR1-AS1	101929076	15	67834310	67839300
ENSG00000245768		NA	16	58733863	59199395
ENSG00000245848	CEBPA	1050	19	33299934	33302534
ENSG00000245888	NSMCE1-DT	400512	16	27268205	27290492
ENSG00000245975	MINDY2-DT	NA	15	58760350	58772120
ENSG00000246084	LINC02325	101929241	14	97427071	97582146
ENSG00000246223	LINC01550	388011	14	97924637	97987918
ENSG00000246379	GNAO1-DT	283856	16	55984009	56194518
ENSG00000246451	KLC1-AS1	NA	14	103682362	103684015
ENSG00000246548	LINC02288	283575	14	77027711	77086720
ENSG00000246640	PICART1	284080	17	50050349	50056018
ENSG00000246740	PLA2G4E-AS1	101928388	15	41972763	41999094
ENSG00000246777	DYNC1LI2-DT	106699570	16	66751752	66754740
ENSG00000246877	DNM1P35	NA	15	75727670	75739045
ENSG00000246898	LINC00920	NA	16	66408504	66412135
ENSG00000246922	UBAP1L	390595	15	65092760	65115200
ENSG00000247011		NA	17	50934989	50944713
ENSG00000247228		NA	16	70137655	70173505
ENSG00000247324		NA	16	71462272	71465941
ENSG00000247556	OIP5-AS1	729082	15	41283958	41322392
ENSG00000247809	NR2F2-AS1	NA	15	96080713	96337579
ENSG00000247982	LINC00926	283663	15	57300317	57307769
ENSG00000248079	DPH6-DT	NA	15	35546154	35860199
ENSG00000248098	BCKDHA	593	19	41397793	41425005
ENSG00000248124	RRN3P1	NA	16	21797750	21820384
ENSG00000248278	SUMO2P17	NA	17	48874914	48875198
ENSG00000248334	WHAMMP2	NA	15	28737583	28754869
ENSG00000248441	LETR1	400456	15	95166065	95327129
ENSG00000248508	SRP14-DT	100131089	15	40039242	40087903
ENSG00000248550	OTX2-AS1	NA	14	56813183	57152177
ENSG00000248905	FMN1	342184	15	32765544	33194714
ENSG00000248954		NA	17	49887590	49938666
ENSG00000248975		NA	14	29952397	30297043
ENSG00000249115	HAUS5	23354	19	35612735	35625355
ENSG00000249176		NA	17	49939122	49939819
ENSG00000249231	CASC16	643714	16	52552055	52652132
ENSG00000249406	TILAM	NA	17	50199876	50215922
ENSG00000249459	ZNF286B	NA	17	18661937	18681846
ENSG00000249658		NA	17	51335261	51336240
ENSG00000249709	ZNF564	163050	19	12525373	12551542
ENSG00000249870		NA	17	51042524	51085471
ENSG00000249906	NGFR-AS1	100288866	17	49505657	49577962
ENSG00000249961	TERB1	283847	16	66754640	66801620
ENSG00000250007	GJD2-DT	NA	15	34755062	34813505
ENSG00000250067	YJEFN3	374887	19	19528861	19537584
ENSG00000250107	CACNA1G-AS1	253962	17	50556200	50562398
ENSG00000250251	PKD1P6	NA	16	15125242	15154564
ENSG00000250286		105371824	17	50525520	50538761
ENSG00000250366	TUNAR	100507043	14	95866587	95925871
ENSG00000250379		NA	15	41825099	41827936
ENSG00000250616	YPEL3-DT	101928595	16	30096363	30105193
ENSG00000250685		654780	16	84192558	84197053
ENSG00000250751		NA	17	49708334	49720060
ENSG00000250799	PRODH2	58510	19	35799975	35813299
ENSG00000250988	SNHG21	100505616	15	82750512	82796682
ENSG00000251161		NA	15	40906548	40910337
ENSG00000251179	TMEM92-AS1	103752589	17	50280873	50290245
ENSG00000251209	LINC00923	91948	15	97329550	97875654
ENSG00000251209	LINC00923	101927286	15	97329550	97875654
ENSG00000251209	LINC00923	101927310	15	97329550	97875654
ENSG00000251247	ZNF345	25850	19	36850338	36913029
ENSG00000251393		NA	14	73462362	73478563
ENSG00000251533	LINC00605	100131366	14	103187216	103190251
ENSG00000251602	MTA1-DT	100507437	14	105416884	105419739
ENSG00000251939	RNU6-1278P	NA	18	46121615	46121721
ENSG00000252539	RNA5SP462	NA	19	453134	453245
ENSG00000253132	IGHV3-62	NA	14	106643142	106643585
ENSG00000253392		NA	19	2908370	2926912
ENSG00000254004	ZNF260	339324	19	36510687	36528696
ENSG00000254206	NPIPB11	728888	16	29381310	29406711
ENSG00000254585	MAGEL2	54551	15	23643549	23647867
ENSG00000254718		101927702	14	60240106	60248985
ENSG00000254901	BORCS8	729991	19	19176902	19192591
ENSG00000255002	LINC02324	NA	14	65152861	65222600
ENSG00000255112	CHMP1B	57132	18	11851413	11854444
ENSG00000255302	EID1	23741	15	48878134	48880173
ENSG00000255346	NOX5	79400	15	69014695	69062762
ENSG00000255513		NA	16	1963745	1964095
ENSG00000255529	POLR2M	81488	15	57706695	57782762
ENSG00000255571	MIR9-3HG	254559	15	89361579	89424983
ENSG00000255974	CYP2A6	1548	19	40843533	40850450
ENSG00000256053	COA8	84334	14	103562960	103607523
ENSG00000256061	DNAAF4	161582	15	55410525	55508234
ENSG00000256124	LINC01152	102606463	17	72030291	72041310
ENSG00000256338	RPL41P2	NA	15	28315651	28316059
ENSG00000256357		NA	14	94389639	94464730
ENSG00000256612	CYP2B7P	NA	19	40924273	40949234
ENSG00000256616	ADGRA3P1	NA	18	12075205	12076654
ENSG00000256704	ENTR1P1	NA	18	60009994	60011143
ENSG00000256705		NA	14	101833435	101839531
ENSG00000256806	C17orf100	388327	17	6651762	6693202
ENSG00000257060		NA	15	93029193	93760886
ENSG00000257122	RRN3P3	NA	16	22429796	22435812
ENSG00000257126	FOXG1-AS1	NA	14	28723436	28766589
ENSG00000257267	ZNF271P	NA	18	35291184	35307896
ENSG00000257275		NA	14	95711747	95757656
ENSG00000257365	FNTB	2342	14	64986837	65062655
ENSG00000257365	FNTB	100529261	14	64986837	65062655
ENSG00000257403		NA	16	21347139	21352138
ENSG00000257513	NPIPB1P	NA	18	11619436	11639461
ENSG00000257556	LINC02298	124903398	14	105032855	105101973
ENSG00000257636	G2E3-AS1	NA	14	30412075	30577622
ENSG00000257759		NA	14	70425812	70547464
ENSG00000257769		NA	16	15608474	15610563
ENSG00000257797		NA	15	42006132	42010117
ENSG00000257842	NOVA1-DT	102725045	14	26598369	27295516
ENSG00000257845	LINC02294	101927062	14	26775495	26822107
ENSG00000257900		NA	14	45377268	45389286
ENSG00000257904		NA	14	29940745	29980212
ENSG00000258010		NA	15	80433795	80445152
ENSG00000258175	LINC02300	NA	14	28502929	28613662
ENSG00000258315	BACC1	124944	17	7014495	7017544
ENSG00000258376	PAPLN-AS1	NA	14	73242651	73246018
ENSG00000258380	FOXN3-AS4	NA	14	89399995	89409469
ENSG00000258384	RCCD1-AS1	NA	15	90952239	90955225
ENSG00000258394		NA	14	42362983	42703655
ENSG00000258402		NA	14	76226032	76310679
ENSG00000258404	LINC02320	NA	14	101628309	101760448
ENSG00000258413	FBXO34-AS1	105370509	14	55261698	55272078
ENSG00000258416		NA	14	79850074	79974169
ENSG00000258422		646548	14	70187122	70251688
ENSG00000258425		NA	14	74552181	74560048
ENSG00000258429	PDF	64146	16	69326913	69330588
ENSG00000258437		NA	14	90675118	90676294
ENSG00000258443		NA	14	73517233	73520648
ENSG00000258450		NA	14	49629291	49629890
ENSG00000258454		NA	14	76232836	76263507
ENSG00000258455		NA	14	55325834	55339501
ENSG00000258469	CHMP4BP1	NA	14	55271686	55299503
ENSG00000258472		NA	17	28580012	28614185
ENSG00000258474	LINC02313	NA	14	31944370	32029055
ENSG00000258479	LINC00640	NA	14	51326941	51365560
ENSG00000258483	LINC02251	105371008	15	98003038	98087384
ENSG00000258484	SPESP1	246777	15	68818221	68946811
ENSG00000258487	LINC02277	NA	14	44392110	44648997
ENSG00000258489		105370993	15	95457250	95493843
ENSG00000258491	ZFP64P1	NA	14	50704343	50705511
ENSG00000258497		NA	14	101257332	101278318
ENSG00000258498	DIO3OS	64150	14	101552221	101620355
ENSG00000258499	LINC02287	101929002	14	92905697	92907482
ENSG00000258520		NA	14	69239166	69260567
ENSG00000258525		100506071	14	30876179	30889808
ENSG00000258526		NA	14	39432429	40390547
ENSG00000258532	LINC02305	102724338	14	83903437	83915377
ENSG00000258534		NA	14	103854366	103880119
ENSG00000258537	FRMD6-AS2	145438	14	51379509	51651744
ENSG00000258537	FRMD6-AS2	100874185	14	51379509	51651744
ENSG00000258538	KCNK10-AS1	NA	14	88143167	88180198
ENSG00000258548	LINC00645	100505967	14	27529238	27639636
ENSG00000258551	CRAT37	101926928	15	91373681	91653390
ENSG00000258552	FAM204DP	NA	14	77173075	77173652
ENSG00000258553	PCNX4-DT	105370524	14	59912425	60091891
ENSG00000258558		NA	14	30734926	30822702
ENSG00000258559		NA	14	74289127	74294425
ENSG00000258560		NA	14	100052803	100074878
ENSG00000258561		NA	14	66212810	66509394
ENSG00000258563	PSMA3P1	NA	14	60179382	60180016
ENSG00000258569	VASH1-DT	NA	14	76710658	76761388
ENSG00000258571	PTTG1P1	NA	14	71085482	71085833
ENSG00000258580		NA	14	32373337	32417974
ENSG00000258583	LINC01500	NA	14	58646631	59184247
ENSG00000258584	FAM181A-AS1	283592	14	93904730	93927066
ENSG00000258592	LINC03059	NA	14	56953826	57112685
ENSG00000258594		NA	15	27609091	27629289
ENSG00000258601		NA	14	36808871	36828729
ENSG00000258602	LINC01629	105370578	14	76959552	76970795
ENSG00000258609	LINC-ROR	100885779	18	57054558	57072119
ENSG00000258611	YBX2P2	NA	15	93065586	93066606
ENSG00000258616	LINC02303	NA	14	45706250	45715952
ENSG00000258623	RAD51B-AS1	NA	14	68626404	68685565
ENSG00000258629	NCOA4P1	NA	14	65879592	65881070
ENSG00000258630	LINC02292	101929080	14	95319483	95335757
ENSG00000258636	LRFN5-DT	NA	14	41562173	41605992
ENSG00000258637		NA	14	79661666	79791263
ENSG00000258646		NA	14	75004719	75008481
ENSG00000258647	LINC00930	NA	15	92567817	92574529
ENSG00000258649		NA	14	38190956	38202929
ENSG00000258661		105370455	14	36647083	36661386
ENSG00000258667		NA	14	61678402	61751163
ENSG00000258670		NA	14	60515104	60554916
ENSG00000258672		NA	14	99691445	99693947
ENSG00000258676		NA	15	92580741	92614596
ENSG00000258678	LINC02317	101930294	14	90452063	90455231
ENSG00000258687		NA	14	50848122	50865659
ENSG00000258689	LINC01269	NA	14	70697948	70714886
ENSG00000258694	LINC02319	NA	14	52101631	52129852
ENSG00000258696		NA	14	38003113	38004847
ENSG00000258698		NA	14	52792712	52820034
ENSG00000258700	LINC00871	100506412	14	45891087	46501903
ENSG00000258701	VESTAR	196872	14	104821201	104823718
ENSG00000258702		105370645	14	96592399	96740828
ENSG00000258704	SRP54-AS1	NA	14	34954859	34982526
ENSG00000258708	SLC25A21-AS1	100129794	14	37171888	37173811
ENSG00000258711		NA	14	50947844	50974384
ENSG00000258716		105370622	14	90697333	90699374
ENSG00000258718	LINC02311	NA	14	81727780	81743749
ENSG00000258725	PRC1-AS1	100507118	15	90966340	90988625
ENSG00000258733	LINC02328	NA	14	85911438	86161539
ENSG00000258735	PPP1R13B-DT	145216	14	103847687	103880381
ENSG00000258741	H2AZ2P1	NA	15	92733823	92734195
ENSG00000258742	LINC02833	105370629	14	92886352	92893513
ENSG00000258743	LINC02301	NA	14	82642570	82746664
ENSG00000258747		NA	14	44507328	44567467
ENSG00000258751		NA	14	48235389	48491767
ENSG00000258752	FOXN3-AS3	NA	14	89349377	89366081
ENSG00000258754	LINC01579	NA	15	93718542	94070898
ENSG00000258758		NA	14	57040885	57042504
ENSG00000258760		NA	14	65236480	65318790
ENSG00000258766	DIO2-AS1	100628307	14	80211106	80472978
ENSG00000258769	RAP1AP	NA	14	74482985	74483435
ENSG00000258773		NA	15	95078481	95150750
ENSG00000258779	LOHAN2	100506172	16	73386771	73504954
ENSG00000258784		NA	14	55748208	55782546
ENSG00000258789		NA	14	88551597	88552493
ENSG00000258798	CCDC88C-DT	NA	14	91418171	91421239
ENSG00000258803		101927690	14	56514331	56551309
ENSG00000258804	LINC01148	283585	14	86905778	86922755
ENSG00000258807		NA	14	87573158	87872291
ENSG00000258811		NA	14	104842663	104845916
ENSG00000258824		NA	14	64422935	64448557
ENSG00000258826	LINC01147	NA	14	88010787	88036819
ENSG00000258839	MC1R	4157	16	89912119	89920977
ENSG00000258847		NA	14	65956922	66174567
ENSG00000258850		NA	14	42412573	42528888
ENSG00000258851		NA	14	103553421	103561877
ENSG00000258853		NA	15	27684498	27685768
ENSG00000258854		NA	14	51982259	51987219
ENSG00000258858		NA	14	104690091	104691284
ENSG00000258859	LINC02296	NA	14	87353070	87573022
ENSG00000258866		NA	14	95047353	95050957
ENSG00000258867	HISLA	283587	14	88024512	88145729
ENSG00000258869	LINC02312	100132612	14	97749264	97763989
ENSG00000258871		NA	14	72552580	72595125
ENSG00000258874		105370589	14	78703608	78709986
ENSG00000258888		NA	15	93257198	93260475
ENSG00000258891		NA	14	73896164	73938114
ENSG00000258896	SCOCP1	NA	14	60158976	60159324
ENSG00000258897	EGLN3-AS1	NA	14	34040097	34059300
ENSG00000258902		NA	14	85362457	85516934
ENSG00000258903		NA	14	62103122	62118032
ENSG00000258904		NA	14	100263781	100265405
ENSG00000258912	LINC02316	102724380	14	86006893	86062981
ENSG00000258913	LINC02691	145195	14	104223496	104315671
ENSG00000258917	ZMYND19P1	NA	14	77696591	77697377
ENSG00000258920	FOXN3-AS1	400236	14	89417354	89419793
ENSG00000258922		NA	15	92805770	92808567
ENSG00000258930		NA	14	71031686	71031970
ENSG00000258931		NA	15	26050538	26052276
ENSG00000258932	MIR3171HG	NA	14	27258717	27259166
ENSG00000258940	MIA2-AS1	100288846	14	39265703	39267113
ENSG00000258942		NA	14	51333204	51385603
ENSG00000258947	TUBB3	10381	16	89921392	89938761
ENSG00000258951	KRT18P7	NA	14	70594552	70595770
ENSG00000258952	SALRNA1	NA	14	60639216	60642589
ENSG00000258955	LINC00519	NA	14	51304101	51331955
ENSG00000258957	GALNT16-AS1	NA	14	69183015	69214092
ENSG00000258959		NA	14	102052548	102052854
ENSG00000258967	HMGN1P3	NA	14	68887785	68888084
ENSG00000258969	LINC02307	105370471	14	43990539	44386064
ENSG00000258979	LINC02299	NA	14	96738021	96793084
ENSG00000258982	YY1-DT	NA	14	100206057	100238605
ENSG00000258983		NA	14	88499334	88515502
ENSG00000258986	TMEM179	388021	14	104474678	104605647
ENSG00000258987		NA	14	93939497	93944194
ENSG00000258994	LINC02309	105370607	14	86331591	86401285
ENSG00000259004	LINC02285	101929422	14	101120835	101123570
ENSG00000259005		NA	14	74474007	74474864
ENSG00000259011	ATP10A-DT	105370738	15	25865264	25877219
ENSG00000259017		NA	14	35447003	35447625
ENSG00000259028		NA	14	87567213	87569401
ENSG00000259033		NA	14	70255629	70343388
ENSG00000259035		NA	14	81741002	82030349
ENSG00000259039	SLC35F4-AS1	NA	14	57578409	57600404
ENSG00000259048		NA	14	38034287	38194281
ENSG00000259062	ACTN1-DT	161159	14	68978862	68987463
ENSG00000259065	MIDEAS-AS1	100506476	14	73787350	73803628
ENSG00000259070	LINC00639	283547	14	38699825	38948289
ENSG00000259072		112268136	14	38255980	38371338
ENSG00000259076		NA	14	64552694	64596536
ENSG00000259082	LINC02314	100507277	14	101442046	101457117
ENSG00000259083	PNN-AS1	123466206	14	39174875	39175880
ENSG00000259087		NA	14	37515122	37567095
ENSG00000259096	SHLD2P2	NA	14	87952527	87955203
ENSG00000259097		105370654	14	98067465	98205204
ENSG00000259098		NA	15	22258138	22258848
ENSG00000259100	COILP1	NA	14	39385404	39387102
ENSG00000259106		NA	14	79611418	79633311
ENSG00000259107	LINC00911	NA	14	85393828	85420550
ENSG00000259110	LINC02304	NA	14	97154634	97219421
ENSG00000259111		NA	14	51750560	51763114
ENSG00000259113		NA	14	50448807	50456742
ENSG00000259116	HSPA2-AS1	102723809	14	64508815	64540369
ENSG00000259119		NA	14	98925137	98927805
ENSG00000259124		NA	14	76495363	76726712
ENSG00000259134	LINC00924	145820	15	95296424	95615635
ENSG00000259138		NA	14	75127074	75136933
ENSG00000259146	SIPA1L1-AS1	102724015	14	71292719	71321892
ENSG00000259149		NA	14	42259403	42268704
ENSG00000259151	CAP2P1	NA	14	89290205	89291594
ENSG00000259153	MAP3K9-DT	100506411	14	70808811	70816935
ENSG00000259158	ADAM20P1	NA	14	70468881	70471206
ENSG00000259163	TTC7B-AS1	101928909	14	90642603	90648894
ENSG00000259170		NA	15	92469986	92471627
ENSG00000259172	SNRPA1-DT	120766138	15	101295348	101305737
ENSG00000259188		102724587	15	49877275	49883529
ENSG00000259199		NA	15	97703719	98293199
ENSG00000259200		105370802	15	45705052	45931069
ENSG00000259201		NA	15	51887560	51901123
ENSG00000259202	SMAD3-AS1	128266842	15	67142734	67146939
ENSG00000259207	ITGB3	3690	17	47253827	47313743
ENSG00000259213		NA	15	77787193	77788674
ENSG00000259216		NA	15	48725338	48725827
ENSG00000259218	LINC00928	283761	15	89504909	89524049
ENSG00000259221		NA	15	47359430	47396732
ENSG00000259225	LINC02345	101928227	15	37980676	38062357
ENSG00000259230	LINC02323	105370681	14	102545223	102591269
ENSG00000259234	ANKRD34C-AS1	NA	15	79123546	79283967
ENSG00000259236	GOLGA8VP	NA	15	101771758	101781989
ENSG00000259238		NA	15	59688517	59689418
ENSG00000259240	MIR4713HG	109729174	15	51037174	51322480
ENSG00000259242		NA	19	19606350	19608660
ENSG00000259245	LINC02853	100507480	15	35919892	36158626
ENSG00000259252		NA	15	70191799	70198509
ENSG00000259270		NA	15	85178628	85178806
ENSG00000259275		NA	15	96354237	96405235
ENSG00000259276		NA	15	85621119	85627740
ENSG00000259278		105370781	15	39019193	39026521
ENSG00000259282	SPATA8-AS1	100652749	15	96771997	96783378
ENSG00000259283		NA	16	55259969	55333588
ENSG00000259284	LINC02349	100506530	15	61713005	61731389
ENSG00000259289	SMASR	102723481	15	66931508	66957324
ENSG00000259293	LIPC-AS1	101928694	15	58434890	58498735
ENSG00000259299		NA	15	29233673	29235137
ENSG00000259314		NA	15	90604225	90614558
ENSG00000259315	ACTG1P17	NA	15	82726307	82727425
ENSG00000259318	HMGN1P1	NA	14	55394940	55395233
ENSG00000259320		NA	15	98111729	98131707
ENSG00000259326		NA	15	38502853	38504981
ENSG00000259330	INAFM2	100505573	15	40323692	40326715
ENSG00000259336		NA	15	35099022	35169698
ENSG00000259341	LINC03080	NA	15	99405525	99452743
ENSG00000259345		NA	15	38864112	39427195
ENSG00000259346		NA	15	65301922	65302311
ENSG00000259347	SMAD3-DT	NA	15	66984103	67065268
ENSG00000259349	APPBP2-DT	NA	17	60525460	60550798
ENSG00000259361	LINC00927	283688	15	80263068	80342608
ENSG00000259362		101929457	15	77525540	77534110
ENSG00000259363		NA	15	99805793	100011133
ENSG00000259367	AKAP13-AS1	NA	15	85619623	85670948
ENSG00000259370		NA	15	62827675	62884034
ENSG00000259374	NDUFB4P11	NA	14	103139675	103140069
ENSG00000259377		NA	15	51752485	51756475
ENSG00000259380	LINC02895	NA	15	37985265	38226988
ENSG00000259384	GH1	2688	17	63917200	63918839
ENSG00000259403		105371006	15	97272020	97319321
ENSG00000259404	EFL1P1	NA	15	84080168	84126604
ENSG00000259408		NA	15	33851785	33856809
ENSG00000259410		NA	15	67832725	67874250
ENSG00000259416	LINC02883	NA	15	85744109	85759315
ENSG00000259417	CTXND1	100996492	15	80195481	80252234
ENSG00000259422		101929439	15	76174891	76181486
ENSG00000259424	IRAIN	NA	15	98572365	98648337
ENSG00000259425		NA	15	22770523	22776058
ENSG00000259429	UBE2Q2P2	NA	15	82391844	82420075
ENSG00000259430	CERS3-AS1	NA	15	100372936	100437914
ENSG00000259434		NA	15	37253403	37490864
ENSG00000259437		NA	15	66919811	66931755
ENSG00000259442		NA	15	82744223	82750289
ENSG00000259446	RYR3-DT	101928134	15	33293492	33310696
ENSG00000259448	LINC02352	NA	15	31214784	31225007
ENSG00000259453		NA	15	85701109	85702771
ENSG00000259462	CPEB1-AS1	283692	15	82647770	82692820
ENSG00000259468		NA	15	34255286	34257832
ENSG00000259471	LINC01169	102723165	15	66582190	66685798
ENSG00000259474		NA	15	78480057	78481820
ENSG00000259475	SYNM-AS1	NA	15	98954149	99105877
ENSG00000259479	SORD2P	NA	15	44827060	44861850
ENSG00000259481		NA	15	61181249	61195938
ENSG00000259483		NA	14	56302536	56313442
ENSG00000259485	LINC02253	107984764	15	96984430	97501740
ENSG00000259488	DUT-AS1	NA	15	48312353	48331856
ENSG00000259499		NA	15	44387320	44390451
ENSG00000259505		NA	15	33990686	33992048
ENSG00000259515		NA	14	102933574	102937177
ENSG00000259516	ANP32AP1	723972	15	35237326	35238062
ENSG00000259518	LINC01583	101929690	15	82088569	82097694
ENSG00000259519		NA	15	45170344	45199958
ENSG00000259528		NA	15	73255334	73256109
ENSG00000259539		NA	15	45152664	45167526
ENSG00000259543		NA	15	81427448	81756792
ENSG00000259556		NA	15	51919073	51930627
ENSG00000259557	HMGN1P26	NA	15	62362029	62362331
ENSG00000259560		NA	15	87307177	87703857
ENSG00000259561		NA	15	89704665	89705415
ENSG00000259562		NA	15	78290527	78291221
ENSG00000259570		NA	15	84394512	84395514
ENSG00000259577	CERNA1	NA	15	52179997	52230123
ENSG00000259579		NA	15	100716028	100830966
ENSG00000259581	TYRO3P	NA	15	76258986	76261690
ENSG00000259583	ALDH1A3-AS1	101927751	15	100892343	100920312
ENSG00000259588		105370804	15	47603869	47606437
ENSG00000259590	LINC02244	105371018	15	99361257	99403839
ENSG00000259595	CTDSPL2-DT	NA	15	44402685	44427144
ENSG00000259600		NA	15	58151033	58152513
ENSG00000259602		NA	15	48938236	48948031
ENSG00000259609		NA	15	84053113	84080097
ENSG00000259611	LINC01582	101927332	15	98033360	98103761
ENSG00000259614	TUBAP12	NA	15	96388214	96389056
ENSG00000259617		105376713	15	40999274	41004865
ENSG00000259620		102724452	15	86938797	86988426
ENSG00000259623		NA	17	41848518	41851447
ENSG00000259630	FABP5P9	NA	15	85415228	85415633
ENSG00000259636		105370954	15	86932880	86946331
ENSG00000259637	DNM1P38	NA	15	82531653	82534139
ENSG00000259639		NA	15	35845222	36252276
ENSG00000259648		NA	14	67615484	67616097
ENSG00000259649		NA	15	80896191	80909777
ENSG00000259650		NA	15	73335260	73342387
ENSG00000259654		NA	15	84685884	84686946
ENSG00000259658	UBE2Q2P13	NA	15	101732201	101745983
ENSG00000259660	DNM1P47	NA	15	101751553	101764961
ENSG00000259669		NA	15	53946709	53984010
